ID,Section,Theme,Question,Suggested Owner,Status,Risk,Evidence,Decision,Dependencies
Q0860,"XXII. Partnerships, Governments, and Institutional Relationships",logistics partners,What prevents parties from moving activity outside the platform after using logistics partners?,,,,,,
Q0861,"XXII. Partnerships, Governments, and Institutional Relationships",payment partners,"What exact decision has been made about payment partners, and where is the authoritative record?",,,,,,
Q0862,"XXII. Partnerships, Governments, and Institutional Relationships",payment partners,What evidence supports the current approach to payment partners?,,,,,,
Q0863,"XXII. Partnerships, Governments, and Institutional Relationships",payment partners,"Who owns payment partners, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0864,"XXII. Partnerships, Governments, and Institutional Relationships",payment partners,What is the target completion time for a user workflow involving payment partners?,,,,,,
Q0865,"XXII. Partnerships, Governments, and Institutional Relationships",banking partners,"What exact decision has been made about banking partners, and where is the authoritative record?",,,,,,
Q0866,"XXII. Partnerships, Governments, and Institutional Relationships",banking partners,What evidence supports the current approach to banking partners?,,,,,,
Q0867,"XXII. Partnerships, Governments, and Institutional Relationships",banking partners,"Who owns banking partners, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0868,"XXII. Partnerships, Governments, and Institutional Relationships",banking partners,What user permission model applies to banking partners?,,,,,,
Q0869,"XXII. Partnerships, Governments, and Institutional Relationships",insurance partners,"What exact decision has been made about insurance partners, and where is the authoritative record?",,,,,,
Q0870,"XXII. Partnerships, Governments, and Institutional Relationships",insurance partners,What evidence supports the current approach to insurance partners?,,,,,,
Q0871,"XXII. Partnerships, Governments, and Institutional Relationships",insurance partners,"Who owns insurance partners, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0872,"XXII. Partnerships, Governments, and Institutional Relationships",insurance partners,What event or state change should trigger notifications for insurance partners?,,,,,,
Q0873,"XXII. Partnerships, Governments, and Institutional Relationships",enterprise buyers,"What exact decision has been made about enterprise buyers, and where is the authoritative record?",,,,,,
Q0874,"XXII. Partnerships, Governments, and Institutional Relationships",enterprise buyers,What evidence supports the current approach to enterprise buyers?,,,,,,
Q0875,"XXII. Partnerships, Governments, and Institutional Relationships",enterprise buyers,"Who owns enterprise buyers, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0876,"XXII. Partnerships, Governments, and Institutional Relationships",enterprise buyers,What records must be immutable within enterprise buyers?,,,,,,
Q0877,"XXII. Partnerships, Governments, and Institutional Relationships",development institutions,"What exact decision has been made about development institutions, and where is the authoritative record?",,,,,,
Q0878,"XXII. Partnerships, Governments, and Institutional Relationships",development institutions,What evidence supports the current approach to development institutions?,,,,,,
Q0879,"XXII. Partnerships, Governments, and Institutional Relationships",development institutions,"Who owns development institutions, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0880,"XXII. Partnerships, Governments, and Institutional Relationships",development institutions,"What records should be editable, versioned, or revocable within development institutions?",,,,,,
Q0881,"XXIII. Governance, Risk, Legal, and Internal Controls",board oversight,"What exact decision has been made about board oversight, and where is the authoritative record?",,,,,,
Q0882,"XXIII. Governance, Risk, Legal, and Internal Controls",board oversight,What evidence supports the current approach to board oversight?,,,,,,
Q0883,"XXIII. Governance, Risk, Legal, and Internal Controls",board oversight,"Who owns board oversight, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0884,"XXIII. Governance, Risk, Legal, and Internal Controls",board oversight,What is the rollback or recovery plan when a change to board oversight causes harm?,,,,,,
Q0885,"XXIII. Governance, Risk, Legal, and Internal Controls",decision rights,"What exact decision has been made about decision rights, and where is the authoritative record?",,,,,,
Q0886,"XXIII. Governance, Risk, Legal, and Internal Controls",decision rights,What evidence supports the current approach to decision rights?,,,,,,
Q0887,"XXIII. Governance, Risk, Legal, and Internal Controls",decision rights,"Who owns decision rights, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0888,"XXIII. Governance, Risk, Legal, and Internal Controls",decision rights,What decision about decision rights must leadership make before pilot launch?,,,,,,
Q0889,"XXIII. Governance, Risk, Legal, and Internal Controls",risk ownership,"What exact decision has been made about risk ownership, and where is the authoritative record?",,,,,,
Q0890,"XXIII. Governance, Risk, Legal, and Internal Controls",risk ownership,What evidence supports the current approach to risk ownership?,,,,,,
Q0891,"XXIII. Governance, Risk, Legal, and Internal Controls",risk ownership,"Who owns risk ownership, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0892,"XXIII. Governance, Risk, Legal, and Internal Controls",risk ownership,What decision about risk ownership should wait until real transaction data exists?,,,,,,
Q0893,"XXIII. Governance, Risk, Legal, and Internal Controls",legal entity structure,"What exact decision has been made about legal entity structure, and where is the authoritative record?",,,,,,
Q0894,"XXIII. Governance, Risk, Legal, and Internal Controls",legal entity structure,What evidence supports the current approach to legal entity structure?,,,,,,
Q0895,"XXIII. Governance, Risk, Legal, and Internal Controls",legal entity structure,"Who owns legal entity structure, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0896,"XXIII. Governance, Risk, Legal, and Internal Controls",legal entity structure,What would a strong enterprise buyer expect from legal entity structure?,,,,,,
Q0897,"XXIII. Governance, Risk, Legal, and Internal Controls",regulatory licensing,"What exact decision has been made about regulatory licensing, and where is the authoritative record?",,,,,,
Q0898,"XXIII. Governance, Risk, Legal, and Internal Controls",regulatory licensing,What evidence supports the current approach to regulatory licensing?,,,,,,
Q0899,"XXIII. Governance, Risk, Legal, and Internal Controls",regulatory licensing,"Who owns regulatory licensing, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0900,"XXIII. Governance, Risk, Legal, and Internal Controls",regulatory licensing,What would a small African supplier struggle with most inside regulatory licensing?,,,,,,
Q0901,"XXIII. Governance, Risk, Legal, and Internal Controls",policy management,"What exact decision has been made about policy management, and where is the authoritative record?",,,,,,
Q0902,"XXIII. Governance, Risk, Legal, and Internal Controls",policy management,What evidence supports the current approach to policy management?,,,,,,
Q0903,"XXIII. Governance, Risk, Legal, and Internal Controls",policy management,"Who owns policy management, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0904,"XXIII. Governance, Risk, Legal, and Internal Controls",policy management,What is the smallest pilot capable of validating policy management?,,,,,,
Q0905,"XXIII. Governance, Risk, Legal, and Internal Controls",internal audit,"What exact decision has been made about internal audit, and where is the authoritative record?",,,,,,
Q0906,"XXIII. Governance, Risk, Legal, and Internal Controls",internal audit,What evidence supports the current approach to internal audit?,,,,,,
Q0907,"XXIII. Governance, Risk, Legal, and Internal Controls",internal audit,"Who owns internal audit, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0908,"XXIII. Governance, Risk, Legal, and Internal Controls",internal audit,Which data must be collected to manage internal audit responsibly?,,,,,,
Q0909,"XXIII. Governance, Risk, Legal, and Internal Controls",vendor risk,"What exact decision has been made about vendor risk, and where is the authoritative record?",,,,,,
Q0910,"XXIII. Governance, Risk, Legal, and Internal Controls",vendor risk,What evidence supports the current approach to vendor risk?,,,,,,
Q0911,"XXIII. Governance, Risk, Legal, and Internal Controls",vendor risk,"Who owns vendor risk, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0912,"XXIII. Governance, Risk, Legal, and Internal Controls",vendor risk,What would failure of vendor risk look like in a live transaction?,,,,,,
Q0913,"XXIII. Governance, Risk, Legal, and Internal Controls",conflicts of interest,"What exact decision has been made about conflicts of interest, and where is the authoritative record?",,,,,,
Q0914,"XXIII. Governance, Risk, Legal, and Internal Controls",conflicts of interest,What evidence supports the current approach to conflicts of interest?,,,,,,
Q0915,"XXIII. Governance, Risk, Legal, and Internal Controls",conflicts of interest,"Who owns conflicts of interest, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0916,"XXIII. Governance, Risk, Legal, and Internal Controls",conflicts of interest,"Which controls prevent abuse, error, or fraud related to conflicts of interest?",,,,,,
Q0917,"XXIII. Governance, Risk, Legal, and Internal Controls",business continuity,"What exact decision has been made about business continuity, and where is the authoritative record?",,,,,,
Q0918,"XXIII. Governance, Risk, Legal, and Internal Controls",business continuity,What evidence supports the current approach to business continuity?,,,,,,
Q0919,"XXIII. Governance, Risk, Legal, and Internal Controls",business continuity,"Who owns business continuity, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0920,"XXIII. Governance, Risk, Legal, and Internal Controls",business continuity,What metric proves business continuity is improving rather than adding complexity?,,,,,,
Q0921,"XXIV. Metrics, Financial Model, and Capital Strategy",North Star metric,"What exact decision has been made about North Star metric, and where is the authoritative record?",,,,,,
Q0922,"XXIV. Metrics, Financial Model, and Capital Strategy",North Star metric,What evidence supports the current approach to North Star metric?,,,,,,
Q0923,"XXIV. Metrics, Financial Model, and Capital Strategy",North Star metric,"Who owns North Star metric, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0924,"XXIV. Metrics, Financial Model, and Capital Strategy",North Star metric,What dependencies must exist before North Star metric works end to end?,,,,,,
Q0925,"XXIV. Metrics, Financial Model, and Capital Strategy",funnel metrics,"What exact decision has been made about funnel metrics, and where is the authoritative record?",,,,,,
Q0926,"XXIV. Metrics, Financial Model, and Capital Strategy",funnel metrics,What evidence supports the current approach to funnel metrics?,,,,,,
Q0927,"XXIV. Metrics, Financial Model, and Capital Strategy",funnel metrics,"Who owns funnel metrics, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0928,"XXIV. Metrics, Financial Model, and Capital Strategy",funnel metrics,"What legal, regulatory, or contractual exposure is created by funnel metrics?",,,,,,
Q0929,"XXIV. Metrics, Financial Model, and Capital Strategy",transaction economics,"What exact decision has been made about transaction economics, and where is the authoritative record?",,,,,,
Q0930,"XXIV. Metrics, Financial Model, and Capital Strategy",transaction economics,What evidence supports the current approach to transaction economics?,,,,,,
Q0931,"XXIV. Metrics, Financial Model, and Capital Strategy",transaction economics,"Who owns transaction economics, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0932,"XXIV. Metrics, Financial Model, and Capital Strategy",transaction economics,"Which part of transaction economics belongs in software, and which part requires human operations?",,,,,,
Q0933,"XXIV. Metrics, Financial Model, and Capital Strategy",gross margin,"What exact decision has been made about gross margin, and where is the authoritative record?",,,,,,
Q0934,"XXIV. Metrics, Financial Model, and Capital Strategy",gross margin,What evidence supports the current approach to gross margin?,,,,,,
Q0935,"XXIV. Metrics, Financial Model, and Capital Strategy",gross margin,"Who owns gross margin, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0936,"XXIV. Metrics, Financial Model, and Capital Strategy",gross margin,What is the expected cost to implement and operate gross margin?,,,,,,
Q0937,"XXIV. Metrics, Financial Model, and Capital Strategy",cash conversion,"What exact decision has been made about cash conversion, and where is the authoritative record?",,,,,,
Q0938,"XXIV. Metrics, Financial Model, and Capital Strategy",cash conversion,What evidence supports the current approach to cash conversion?,,,,,,
Q0939,"XXIV. Metrics, Financial Model, and Capital Strategy",cash conversion,"Who owns cash conversion, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0940,"XXIV. Metrics, Financial Model, and Capital Strategy",cash conversion,What is the expected revenue or strategic value created by cash conversion?,,,,,,
Q0941,"XXIV. Metrics, Financial Model, and Capital Strategy",unit economics,"What exact decision has been made about unit economics, and where is the authoritative record?",,,,,,
Q0942,"XXIV. Metrics, Financial Model, and Capital Strategy",unit economics,What evidence supports the current approach to unit economics?,,,,,,
Q0943,"XXIV. Metrics, Financial Model, and Capital Strategy",unit economics,"Who owns unit economics, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0944,"XXIV. Metrics, Financial Model, and Capital Strategy",unit economics,"How does unit economics differ across commodities, countries, and buyer types?",,,,,,
Q0945,"XXIV. Metrics, Financial Model, and Capital Strategy",forecasting,"What exact decision has been made about forecasting, and where is the authoritative record?",,,,,,
Q0946,"XXIV. Metrics, Financial Model, and Capital Strategy",forecasting,What evidence supports the current approach to forecasting?,,,,,,
Q0947,"XXIV. Metrics, Financial Model, and Capital Strategy",forecasting,"Who owns forecasting, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0948,"XXIV. Metrics, Financial Model, and Capital Strategy",forecasting,What information must the user see before making a decision involving forecasting?,,,,,,
Q0949,"XXIV. Metrics, Financial Model, and Capital Strategy",capital requirements,"What exact decision has been made about capital requirements, and where is the authoritative record?",,,,,,
Q0950,"XXIV. Metrics, Financial Model, and Capital Strategy",capital requirements,What evidence supports the current approach to capital requirements?,,,,,,
Q0951,"XXIV. Metrics, Financial Model, and Capital Strategy",capital requirements,"Who owns capital requirements, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0952,"XXIV. Metrics, Financial Model, and Capital Strategy",capital requirements,"What information must remain hidden, restricted, or role-controlled within capital requirements?",,,,,,
Q0953,"XXIV. Metrics, Financial Model, and Capital Strategy",fundraising strategy,"What exact decision has been made about fundraising strategy, and where is the authoritative record?",,,,,,
Q0954,"XXIV. Metrics, Financial Model, and Capital Strategy",fundraising strategy,What evidence supports the current approach to fundraising strategy?,,,,,,
Q0955,"XXIV. Metrics, Financial Model, and Capital Strategy",fundraising strategy,"Who owns fundraising strategy, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0956,"XXIV. Metrics, Financial Model, and Capital Strategy",fundraising strategy,"What happens when data supporting fundraising strategy is missing, stale, disputed, or contradictory?",,,,,,
Q0957,"XXIV. Metrics, Financial Model, and Capital Strategy",failure thresholds,"What exact decision has been made about failure thresholds, and where is the authoritative record?",,,,,,
Q0958,"XXIV. Metrics, Financial Model, and Capital Strategy",failure thresholds,What evidence supports the current approach to failure thresholds?,,,,,,
Q0959,"XXIV. Metrics, Financial Model, and Capital Strategy",failure thresholds,"Who owns failure thresholds, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0960,"XXIV. Metrics, Financial Model, and Capital Strategy",failure thresholds,What fallback process applies when the normal workflow for failure thresholds fails?,,,,,,
Q0961,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot scope,"What exact decision has been made about pilot scope, and where is the authoritative record?",,,,,,
Q0962,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot scope,What evidence supports the current approach to pilot scope?,,,,,,
Q0963,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot scope,"Who owns pilot scope, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0964,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot scope,What service-level target applies to pilot scope?,,,,,,
Q0965,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot participants,"What exact decision has been made about pilot participants, and where is the authoritative record?",,,,,,
Q0966,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot participants,What evidence supports the current approach to pilot participants?,,,,,,
Q0967,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot participants,"Who owns pilot participants, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0968,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot participants,What audit trail must exist for actions involving pilot participants?,,,,,,
Q0969,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot success criteria,"What exact decision has been made about pilot success criteria, and where is the authoritative record?",,,,,,
Q0970,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot success criteria,What evidence supports the current approach to pilot success criteria?,,,,,,
Q0971,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot success criteria,"Who owns pilot success criteria, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0972,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot success criteria,"What tests prove pilot success criteria works under normal, edge, and hostile conditions?",,,,,,
Q0973,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot failure criteria,"What exact decision has been made about pilot failure criteria, and where is the authoritative record?",,,,,,
Q0974,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot failure criteria,What evidence supports the current approach to pilot failure criteria?,,,,,,
Q0975,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot failure criteria,"Who owns pilot failure criteria, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0976,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",pilot failure criteria,"What manual workaround exists today for pilot failure criteria, and why is it insufficient?",,,,,,
Q0977,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",manual work during pilot,"What exact decision has been made about manual work during pilot, and where is the authoritative record?",,,,,,
Q0978,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",manual work during pilot,What evidence supports the current approach to manual work during pilot?,,,,,,
Q0979,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",manual work during pilot,"Who owns manual work during pilot, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0980,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",manual work during pilot,What competing platform or offline process handles manual work during pilot better today?,,,,,,
Q0981,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",scaling constraints,"What exact decision has been made about scaling constraints, and where is the authoritative record?",,,,,,
Q0982,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",scaling constraints,What evidence supports the current approach to scaling constraints?,,,,,,
Q0983,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",scaling constraints,"Who owns scaling constraints, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0984,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",scaling constraints,What would make users refuse to trust the platform’s handling of scaling constraints?,,,,,,
Q0985,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",reputation risk,"What exact decision has been made about reputation risk, and where is the authoritative record?",,,,,,
Q0986,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",reputation risk,What evidence supports the current approach to reputation risk?,,,,,,
Q0987,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",reputation risk,"Who owns reputation risk, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0988,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",reputation risk,"What would make regulators, banks, insurers, or enterprise buyers reject reputation risk?",,,,,,
Q0989,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",founder dependence,"What exact decision has been made about founder dependence, and where is the authoritative record?",,,,,,
Q0990,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",founder dependence,What evidence supports the current approach to founder dependence?,,,,,,
Q0991,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",founder dependence,"Who owns founder dependence, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0992,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",founder dependence,What parts of founder dependence should be standardized globally?,,,,,,
Q0993,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",strategic focus,"What exact decision has been made about strategic focus, and where is the authoritative record?",,,,,,
Q0994,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",strategic focus,What evidence supports the current approach to strategic focus?,,,,,,
Q0995,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",strategic focus,"Who owns strategic focus, and what authority, budget, and deadline does that owner hold?",,,,,,
Q0996,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",strategic focus,What parts of strategic focus must remain configurable by corridor or organization?,,,,,,
Q0997,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",shutdown conditions,"What exact decision has been made about shutdown conditions, and where is the authoritative record?",,,,,,
Q0998,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",shutdown conditions,What evidence supports the current approach to shutdown conditions?,,,,,,
Q0999,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",shutdown conditions,"Who owns shutdown conditions, and what authority, budget, and deadline does that owner hold?",,,,,,
Q1000,"XXV. Pilot Design, Scaling, and Uncomfortable Questions",shutdown conditions,"What triggers review, escalation, suspension, or reversal within shutdown conditions?",,,,,,
